id_centro,id_comuna,nombre_centro,tipo_centro,afiliacion_centro
2429,42,Posta de Salud Rural Tulahuén,Posta,Público
2430,42,Posta de Salud Rural El Maitén,Posta,Público
2431,40,Posta de Salud Rural Chalinga,Posta,Público
2432,40,Posta de Salud Rural Cerro Blanco,Posta,Público
2433,43,Posta de Salud Rural Divisadero,Posta,Público
2434,41,Posta de Salud Rural Manquehua,Posta,Público
2435,43,Posta de Salud Rural San Pedro de Quiles,Posta,Público
2436,36,Posta de Salud Rural Cárcamo,Posta,Público
2437,36,Posta de Salud Rural Huintil,Posta,Público
2438,36,Posta de Salud Rural Limáhuida,Posta,Público
2439,36,Posta de Salud Rural Matancilla,Posta,Público
2440,36,Posta de Salud Rural Peralillo Illapel,Posta,Público
2441,36,Posta de Salud Rural Santa Virginia,Posta,Público
2442,36,Posta de Salud Rural Tunga Norte,Posta,Público
2443,37,Posta de Salud Rural Mincha Norte,Posta,Público
2444,37,Posta de Salud Rural Agua Fría,Posta,Público
2445,39,Posta de Salud Rural Cuncumén(Salamanca),Posta,Público
2446,39,Posta de Salud Rural Tranquilla,Posta,Público
2447,39,Posta de Salud Rural Cunlagua,Posta,Público
2448,39,Posta de Salud Rural Chillepín,Posta,Público
2449,39,Posta de Salud Rural Llimpo,Posta,Público
2450,39,Posta de Salud Rural San Agustín (Salamanca),Posta,Público
2451,39,Posta de Salud Rural Tahuinco,Posta,Público
2452,41,Posta de Salud Rural Barrancas,Posta,Público
2453,41,Posta de Salud Rural Cogotí 18,Posta,Público
2454,41,Posta de Salud Rural El Huacho,Posta,Público
2455,41,Posta de Salud Rural El Sauce (Combarbalá),Posta,Público
2456,41,Posta de Salud Rural Quilitapia,Posta,Público
2457,41,Posta de Salud Rural La Ligua,Posta,Público
2458,41,Posta de Salud Rural Ramadilla,Posta,Público
2459,41,Posta de Salud Rural Valle Hermoso,Posta,Público
2460,35,Posta de Salud Rural Diaguitas,Posta,Público
2461,35,Posta de Salud Rural El Molle,Posta,Público
2462,35,Posta de Salud Rural El Tambo (Vicuña),Posta,Público
2463,35,Posta de Salud Rural Huanta,Posta,Público
2464,35,Posta de Salud Rural Peralillo Vicuña,Posta,Público
2465,35,Posta de Salud Rural Rivadavia,Posta,Público
2466,35,Posta de Salud Rural Talcuna,Posta,Público
2467,35,Posta de Salud Rural Chapilca,Posta,Público
2468,34,Posta de Salud Rural Horcón (Paiguano),Posta,Público
2469,34,Posta de Salud Rural Monte Grande,Posta,Público
2470,34,Posta de Salud Rural Pisco Elqui,Posta,Público
2471,38,Posta de Salud Rural Caimanes,Posta,Público
2472,38,Posta de Salud Rural Guangualí,Posta,Público
2473,38,Posta de Salud Rural Quilimarí,Posta,Público
2474,38,Posta de Salud Rural Tilama,Posta,Público
2475,37,Posta de Salud Rural Canela Alta,Posta,Público
2476,37,Posta de Salud Rural Los Rulos,Posta,Público
2477,37,Posta de Salud Rural Huentelauquén,Posta,Público
2478,36,Posta de Salud Rural Plan de Hornos,Posta,Público
2479,36,Posta de Salud Rural Tunga Sur,Posta,Público
2480,36,Posta de Salud Rural Cañas Uno,Posta,Público
2481,37,Posta de Salud Rural Espíritu Santo,Posta,Público
2482,42,Posta de Salud Rural Ramadas de Tulahuén,Posta,Público
2483,41,Posta de Salud Rural El Durazno(Combarbalá),Posta,Público
2484,39,Posta de Salud Rural Quelén Bajo,Posta,Público
2485,39,Posta de Salud Rural Camisa,Posta,Público
2486,37,Posta de Salud Rural Mincha Sur,Posta,Público
2487,36,Posta de Salud Rural Pintacura Sur,Posta,Público
2488,37,Posta de Salud Rural Jabonería,Posta,Público
2489,37,Posta de Salud Rural Quebrada Linares,Posta,Público
2490,30,Posta de Salud Rural Lambert,Posta,Público
2491,33,Posta de Salud Rural Caleta Hornos,Posta,Público
2492,39,Posta de Salud Rural Arboleda Grande,Posta,Público
2493,35,Posta de Salud Rural Calingasta,Posta,Público
2494,44,Posta de Salud Rural Tabaqueros,Posta,Público
2495,36,Posta de Salud Rural Socavón,Posta,Público
2496,33,Posta de Salud Rural Los Choros,Posta,Público
2497,33,Posta de Salud Rural El Trapiche,Posta,Público
2498,40,Posta de Salud Rural Huamalata,Posta,Público
2499,43,Posta de Salud Rural El Parral de Quiles,Posta,Público
2500,35,Posta de Salud Rural Gualliguaica,Posta,Público
2501,40,Posta de Salud Rural Recoleta,Posta,Público
2502,38,Posta de Salud Rural Los Cóndores,Posta,Público
2503,31,COSAM Tierras Blancas (CESAM),Otro,Público
2504,30,Centro Comunitario de Salud Familiar Villa el Indio,Centro Comunitario,Público
2505,30,Centro Comunitario de Salud Familiar Villa Alemania,Centro Comunitario,Público
2506,30,Centro Comunitario de Salud Familiar Lambert,Centro Comunitario,Público
2507,31,Centro Comunitario de Salud Familiar El Alba,Centro Comunitario,Público
2508,40,Centro Comunitario de Salud Familiar San José de la Dehesa,Centro Comunitario,Público
2509,40,Centro Comunitario de Salud Familiar Limarí,Centro Comunitario,Público
2510,30,SAPU Las Compañías,SAPU,Público
2511,30,SAPU Pedro Aguirre Cerda,SAPU,Público
2512,31,SAPU San Juan,SAPU,Público
2513,31,SAPU Santa Cecilia,SAPU,Público
2514,31,SAR Tierras Blancas,SAR,Público
2515,37,SAPU Canela,SAPU,Público
2516,40,SAPU Jorge Jordán Domic,SAPU,Público
2517,30,SAPU Raúl Silva Henríquez de La Serena,SAPU,Público
2518,40,SAPU Marcos Macuada,SAPU,Público
2519,31,SAPU Dr. Sergio Aguilar,SAPU,Público
2520,30,SAPU Cardenal Caro,SAPU,Público
2521,30,SAPU Emilio Schaffhauser,SAPU,Público
2522,31,Policlínico de la Asociación Chilena de Seguridad Coquimbo,Policlínico,Privado
2523,30,Centro de Diálisis Clinidial Las Compañías,Otro,Privado
2524,30,Centro Comunitario de Salud Familiar Arcos de Pinamar,Centro Comunitario,Público
2525,30,Centro Médico y Dental La Serena IVa. Zona de Carabineros Coquimbo,Centro Médico,Privado
2526,30,SAPU Juan Pablo II,SAPU,Público
2527,31,SAPU Tierras Blancas II,SAPU,Público
2528,30,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Coquimbo),Otro,Público
2529,30,PRAIS (S.S Coquimbo),Otro,Público
2530,42,Clínica Dental Móvil Triple. Pat. PW4100 (Monte Patria),Clínica,Público
2531,30,Hospital San Juan de Dios (La Serena),Hospital,Público
2532,31,Hospital San Pablo (Coquimbo),Hospital,Público
2533,40,Hospital Dr. Antonio Tirado Lanas (Ovalle),Hospital,Público
2534,36,Hospital Dr. Humberto Elorza Cortés (Illapel),Hospital,Público
2535,39,Hospital de Salamanca,Hospital,Público
2536,41,Hospital San Juan de Dios (Combarbalá),Hospital,Público
2537,32,Hospital Dr. José Arraño (Andacollo),Hospital,Público
2538,35,Hospital San Juan de Dios (Vicuña),Hospital,Público
2539,38,Hospital San Pedro (Los Vilos),Hospital,Público
2540,30,Centro de Salud Mutual CChC La Serena,Mutual,Privado
2541,30,Policlínico del Trabajador AChS La Serena,Policlínico,Privado
2542,40,Clínica del Trabajador de la AChS Ovalle,Clínica,Privado
2543,30,Clínica Regional Elqui,Clínica,Privado
2544,30,Centro Médico Integramédica La Serena,Centro Médico,Privado
2545,30,Centro Médico y Dental Megasalud La Serena,Centro Médico,Privado
2546,30,Laboratorio Clínico Dra. Gloria Canovas,Laboratorio,Privado
2547,30,Policlínico Cruz Roja de La Serena,Policlínico,Privado
2548,31,Centro de Salud Estudiantil - Universidad Católica del Norte,Otro,Privado
2549,36,Policlínico del Trabajador AChS Illapel,Policlínico,Privado
2550,31,Sociedad Emergencia Móvil Integral S.A.,Otro,Privado
2551,30,Sociedad de Profesionales de Hemodiálisis Ltda.,Otro,Privado
2552,31,Sociedad Propedia Ltda.,Otro,Privado
2553,30,Vacunatorio La Serena,Vacunatorio,Privado
2554,30,Compañía Minera del Pacífico S.A.,Otro,Privado
2555,40,Centro de Salud Mutual CChC Ovalle,Mutual,Privado
2556,31,Cruz Roja de Coquimbo,Otro,Privado
2557,30,Laboratorio Clínico Santa María de La Serena Ltda.,Laboratorio,Privado
2558,40,Laboratorio Clínico Limarí,Laboratorio,Privado
2559,30,Laboratorio Clínico Integramédica,Laboratorio,Privado
2560,40,Laboratorio Clínico San Andrés,Laboratorio,Privado
2561,31,Centro de especialidades Médicas (CEMCO),Otro,Privado
2562,30,Laboratorio Clínico Analyser Ltda.,Laboratorio,Privado
2563,40,Laboratorio Clínico Ariztía Ltda.,Laboratorio,Privado
2564,30,Laboratorio Clínico Bionet S.A,Laboratorio,Privado
2565,30,Sociedad de Profesionales de Huanhuali Ltda.,Otro,Privado
2566,30,Laboratorio Clínico IMATEC Ltda.,Laboratorio,Privado
2567,31,Laboratorio Clínico Hermanos Muñoz Flores,Laboratorio,Privado
2568,31,Laboratorio Clínico Xima Ltda.,Laboratorio,Privado
2569,31,Laboratorio clínico Hemolab Ltda.,Laboratorio,Privado
2570,31,Laboratorio Clínico los Olivos,Laboratorio,Privado
2571,35,Laboratorio Clínico Zuleta y Pinto,Laboratorio,Privado
2572,36,Laboratorio Clínico Bionet S.A,Laboratorio,Privado
2573,51,Vacunatorio Estudio Pediátrico Integral,Vacunatorio,Privado
2574,67,SAPU Barrancas,SAPU,Público
2575,67,SAPU Diputado Manuel Bustos Huerta,SAPU,Público
2576,45,SAPU Marcelo Mena,SAPU,Público
2577,45,SAPU Reina Isabel II,SAPU,Público
2578,51,SAPU Gómez Carreño,SAPU,Público
2579,51,SAPU Las Torres,SAPU,Público
2580,79,SAPU Pompeya,SAPU,Público
2581,51,SAPU Reñaca Alto,SAPU,Público
2582,62,SAPU San Pedro,SAPU,Público
2583,62,SAPU Quillota,SAPU,Público
2584,53,SAPU Centenario,SAPU,Público
2585,51,Centro Traumatológico Viña del Mar,Otro,Privado
2586,45,Clínica Dental Móvil Pat. EZE-032 (Valparaíso),Clínica,Público
2587,45,Unidad Oftalmológica Móvil,Otro,Público
2588,45,Clínica Dental Móvil Pat. EZE-031 (Valparaíso),Clínica,Público
2589,45,Laboratorio Clínico Servicios Médicos Valparaíso E.I.R.L,Laboratorio,Privado
2590,63,Asociación Chilena de Seguridad AChS La Calera,Otro,Privado
2591,51,Vacunatorio Caledonian,Vacunatorio,Privado
2592,51,Centro Médico CENTROMED,Centro Médico,Privado
2593,79,Laboratorio Clínico INSI S. A.,Laboratorio,Privado
2594,51,Laboratorio Clínico Aclin Ltda.,Laboratorio,Privado
2595,67,Laboratorio Clínico Llo-Lleo Ltda.,Laboratorio,Privado
2596,51,Laboratorio Clínico IDU Solaris,Laboratorio,Privado
2597,45,Laboratorio Clínico Erna Moraga Romero,Laboratorio,Privado
2598,58,Laboratorio Clínico San José Ltda.,Laboratorio,Privado
2599,63,Laboratorio Clínico Diagnocal,Laboratorio,Privado
2600,63,Laboratorio Clínico Pasteur Ltda.,Laboratorio,Privado
2601,63,Laboratorio Clínico Labocal,Laboratorio,Privado
2602,62,Laboratorio Clínico Dr. José García Rosado,Laboratorio,Privado
2603,62,Laboratorio Clínico Oriana Fernández,Laboratorio,Privado
2604,82,Laboratorio Clínico Diagnostico Clinilab,Laboratorio,Privado
2605,51,Laboratorio Clínico Cheul Etcheverry,Laboratorio,Privado
2606,51,Laboratorio Clínico Diagnostika Alemana,Laboratorio,Privado
2607,51,Laboratorio Clínico Cemeval,Laboratorio,Privado
2608,79,Centro de Salud Familiar Alcalde Iván Manríquez,CESFAM,Público
2609,59,Centro de Salud Familiar Papudo,CESFAM,Público
2610,61,Centro de Salud Familiar Dr. Johow Zapallar,CESFAM,Público
2611,79,Centro de Salud Familiar Aviador Acevedo,CESFAM,Público
2612,79,Centro de Salud Familiar Pompeya,CESFAM,Público
2613,79,Posta de Salud Rural Colliguay,Posta,Público
2614,81,Posta de Salud Rural Quebrada Alvarado,Posta,Público
2615,64,Posta de Salud Rural Romeral,Posta,Público
2616,64,Posta de Salud Rural Villa Prat,Posta,Público
2617,57,Posta de Salud Rural Santa Marta,Posta,Público
2618,57,Posta de Salud Rural Pueblo de Varas,Posta,Público
2619,57,Posta de Salud Rural Pueblo de Roco,Posta,Público
2620,57,Posta de Salud Rural Trapiche,Posta,Público
2621,57,Posta de Salud Rural Las Parcelas,Posta,Público
2622,57,Posta de Salud Rural Huaquén (La Ligua),Posta,Público
2623,57,Posta de Salud Rural Los Molles,Posta,Público
2624,59,Posta de Salud Rural Pullally,Posta,Público
2625,61,Posta de Salud Rural Catapilco,Posta,Público
2626,58,Posta de Salud Rural Alicahue,Posta,Público
2627,58,Posta de Salud Rural Artificio (Cabildo),Posta,Público
2628,58,Posta de Salud Rural La Viña,Posta,Público
2629,60,Posta de Salud Rural Hierro Viejo,Posta,Público
2630,57,Posta de Salud Rural Pichicuy,Posta,Público
2631,49,Posta de Salud Rural Maitencillo (Puchuncaví),Posta,Público
2632,49,Posta de Salud Rural Horcón,Posta,Público
2633,81,Posta de Salud Rural La Vega (Olmué),Posta,Público
2634,81,Posta de Salud Rural Las Palmas,Posta,Público
2635,63,Posta de Salud Rural Pachacamita,Posta,Público
2636,57,Posta de Salud Rural La Canela,Posta,Público
2637,62,Posta de Salud Rural Manzanar,Posta,Público
2638,58,Posta de Salud Rural Las Puertas,Posta,Público
2639,63,Posta de Salud Rural Pachacama,Posta,Público
2640,50,Posta de Salud Rural Loncura,Posta,Público
2641,63,Posta de Salud Rural Manuel Rodríguez,Posta,Público
2642,47,COSAM y Psiquiatría Comunitaria Concón,Otro,Público
2643,80,COSAM Limache,Otro,Público
2645,51,Centro Comunitario de Salud Familiar Santa Julia,Centro Comunitario,Público
2647,66,Centro Comunitario de Salud Familiar Ex Asentamiento El Melón,Centro Comunitario,Público
2648,63,Centro Comunitario de Salud Familiar Patricia Guerra,Centro Comunitario,Público
2649,51,Centro Comunitario de Salud Familiar Villa Hermosa,Centro Comunitario,Público
2650,51,Centro Comunitario de Salud Familiar Las Palmas,Centro Comunitario,Público
2651,60,Centro Comunitario de Salud Familiar Pedegua,Centro Comunitario,Público
2652,79,Centro Comunitario de Salud Familiar El Retiro,Centro Comunitario,Público
2653,62,Centro Comunitario de Salud Familiar Santa Teresita,Centro Comunitario,Público
2654,51,SAPU Nueva Aurora,SAPU,Público
2655,51,SAPU Miraflores (Viña del Mar),SAPU,Público
2656,47,SAPU Concón,SAPU,Público
2657,79,SAPU El Belloto Sur,SAPU,Público
2658,49,SAPU Ventanas,SAPU,Público
2659,63,SAPU Artificio,SAPU,Público
2660,82,SAPU Eduardo Frei Montalva,SAPU,Público
2661,73,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Aconcagua),Otro,Público
2662,73,PRAIS (S.S Aconcagua),Otro,Público
2663,53,Oficina Sanitaria Los Libertadores,Oficina,Público
2664,73,Hospital de San Camilo (San Felipe),Hospital,Público
2665,53,Hospital San Juan de Dios (Los Andes),Hospital,Público
2666,75,Hospital San Francisco (Llaillay),Hospital,Público
2667,77,Hospital San Antonio (Putaendo),Hospital,Público
2668,77,Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo),Hospital,Público
2669,53,Clínica Río Blanco,Clínica,Privado
2670,53,ENFAS Limitada,Otro,Privado
2671,73,Centro Médico y Dental Zona V de Valparaíso,Centro Médico,Privado
2672,73,Policlínico de la Asociación Chilena de Seguridad AChS Agencia San Felipe,Policlínico,Privado
2673,53,Policlínico de la Asociación Chilena de Seguridad AChS Agencia Los Andes,Policlínico,Privado
2674,75,Centro de Salud Familiar Llaillay,CESFAM,Público
2675,55,Centro de Salud Familiar Rinconada,CESFAM,Público
2676,56,Centro de Salud Familiar San Esteban,CESFAM,Público
2677,74,Centro de Salud Familiar Eduardo Raggio Lanata,CESFAM,Público
2678,77,Centro de Salud Familiar Valle de Los Libertadores,CESFAM,Público
2680,53,Centro de Salud Familiar Cordillera Andina (Urbano 2),CESFAM,Público
2681,53,Centro de Salud Familiar Centenario,CESFAM,Público
2682,54,Centro de Salud Familiar Pedro Aguirre Cerda,CESFAM,Público
2683,78,Centro de Salud Familiar Santa María,CESFAM,Público
2684,73,Centro de Salud Familiar Curimón,CESFAM,Público
2685,76,Centro de Salud Familiar Panquehue,CESFAM,Público
2686,73,Centro de Salud Familiar Dr. Segismundo Iturra Taito,CESFAM,Público
2687,56,Posta de Salud Rural Lo Calvo,Posta,Público
2688,56,Posta de Salud Rural Cariño Botado,Posta,Público
2689,56,Posta de Salud Rural Campos de Ahumada,Posta,Público
2690,56,Posta de Salud Rural Río Colorado,Posta,Público
2691,53,Posta de Salud Rural Río Blanco (Los Andes),Posta,Público
2692,54,Posta de Salud Rural San Vicente (Calle Larga),Posta,Público
2693,77,Posta de Salud Rural Piguchén (Putaendo),Posta,Público
2694,77,Posta de Salud Rural Guzmanes,Posta,Público
2695,78,Posta de Salud Rural Santa Filomena (Santa María),Posta,Público
2696,77,Posta de Salud Rural La Orilla (Putaendo),Posta,Público
2697,77,Posta de Salud Rural Quebrada de Herrera,Posta,Público
2698,56,Centro Comunitario de Salud Familiar Lo Calvo,Centro Comunitario,Público
2699,74,Centro Comunitario de Salud Familiar Los Cerrillos,Centro Comunitario,Público
2700,53,Centro Comunitario de Salud Familiar Juan Pablo Segundo,Centro Comunitario,Público
2701,78,Centro Comunitario de Salud Familiar Las Cadenas,Centro Comunitario,Público
2702,73,Centro Comunitario de Salud Familiar Quebrada Herrera,Centro Comunitario,Público
2703,73,SAPU San Felipe,SAPU,Público
2704,45,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valparaíso,Otro,Público
2705,45,PRAIS (S.S Valparaíso San Antonio),Otro,Público
2706,45,Clínica Dental Móvil Triple. Pat. PW4101 (Valparaíso),Clínica,Público
2707,45,Vacunatorio SEREMI de Salud de Valparaíso,Vacunatorio,Público
2708,45,Hospital Carlos Van Buren (Valparaíso),Hospital,Público
2709,45,Hospital Dr. Eduardo Pereira Ramírez (Valparaíso),Hospital,Público
2710,67,Hospital Claudio Vicuña ( San Antonio),Hospital,Público
2711,45,Hospital Del Salvador (Valparaíso),Hospital,Público
2712,46,Hospital San José (Casablanca),Hospital,Público
2713,45,Centro de Sangre y Tejidos IV y V Región,Otro,Público
2714,45,Centro de Referencia de Salud Odontológica,Otro,Público
2715,67,Clínica San Julián,Clínica,Privado
2716,67,Clínica San Antonio,Clínica,Privado
2717,45,Centro CONIN Valparaíso,Otro,Privado
2718,45,Complejo Penitenciario,Complejo,Privado
2719,45,Clínica Valparaíso,Clínica,Privado
2720,67,Centro de Salud Mutual CChC San Antonio,Mutual,Privado
2721,45,Centro Médico y Dental Valparaíso Capredena,Centro Médico,Privado
2722,45,Clínica de la Agrupación Médica Americana,Clínica,Privado
2723,45,Centro de Salud ASOMEL,Otro,Privado
2724,45,Laboratorio Diagnóstico e Imagenológico,Laboratorio,Privado
2725,45,Centro Dental Árabe Miguel Jahiatt,Otro,Privado
2726,45,Clínica Dental (Dirección Servicios Estudiantiles Universidad Católica),Clínica,Privado
2727,45,Policlínico (Dirección de Servicios Estudiantiles Universidad Católica),Policlínico,Privado
2728,45,Instituto de Rehabilitación Infantil TELETÓN (Valparaíso),TELETÓN,Privado
